draft_year,draft_round,selection,team,firstname,lastname,ilkid,draft_from,leag
1947,0,0,N/A,Larry,Killick,N/A,Vermont,N
1947,0,0,N/A,Bob,Jake,N/A,Vermont,N
1947,0,0,N/A,John,Rusinko,N/A,Penn State,N
1947,0,0,N/A,Harry,Gallatin,GallaHa01,NE Missouri State Teachers College,N
1947,0,0,N/A,Charles,Raynor,N/A,Houston,N
1947,0,0,N/A,Elmer,Gainer,GaineEl01,DePaul,N
1947,0,0,N/A,Scotty,Hamilton,N/A,West Virginia,N
1947,0,0,N/A,Hugh,Hampton,N/A,High Point,N
1947,0,0,N/A,Chick,Reiser,N/A,New York University,N
1947,0,0,N/A,Robert,Bolyard,N/A,Toledo,N
1947,0,0,bos,Ed,Ehlers,EhlerEd01,Purdue,N
1947,0,0,bos,Hank,Biasetti,BiaseHa01,Long Island,N
1947,0,0,bos,Gene,Stump,StumpGe01,DePaul,N
1947,0,0,bos,George,Felt,N/A,Northwestern,N
1947,0,0,bos,Bob,Alemeida,N/A, ,N
1947,0,0,bos,George,Petrovick,N/A, ,N
1947,0,0,bos,John,Ezersky,EzersJo01,Rhode Island State,N
1947,0,0,bos,Jack,Hewson,HewsoJa01,Temple,N
1947,0,0,bos,John,Kelly,N/A,Notre Dame,N
1947,0,0,CH1,Paul,Huston,HustoPa01,Ohio State,N
1947,0,0,CH1,Ben,Schadler,SchadBe01,Northwestern,N
1947,0,0,CH1,Hank,Decker,N/A,West Texas State,N
1947,0,0,CH1,Gene,Vance,VanceGe01,Illinois,N
1947,0,0,CH1,Andy,Phillip,PhillAn01,Illinois,N
1947,0,0,CH1,Ralph,Bishop,N/A,Washington,N
1947,0,0,CH1,Jim,Darden,DardeJi01,Denver,N
1947,0,0,CH1,Jim,Pollard,PollaJi01,Stanford,N
1947,0,0,CH1,Don,Smith,SmithDo03,Minnesota,N
1947,0,0,CH1,Jack,Stone,N/A,Kansas State,N
1947,0,0,nyk,Dick,Holub,HolubDi01,Long Island,N
1947,0,0,nyk,Tom,Tomlinson,N/A,Southern Methodist,N
1947,0,0,nyk,Garland,Head,N/A,Texas Tech,N
1947,0,0,nyk,Carl,Reichert,N/A,Findlay,N
1947,0,0,nyk,Ray,Evans,N/A,Kansas,N
1947,0,0,nyk,Andy,Duncan,DuncaAn01,William & Mary,N
1947,0,0,nyk,Ed,Golub,N/A,Norfolk Naval Training Center,N
1947,0,0,nyk,Ron,Livingston,N/A,St. Mary's (CA),N
1947,0,0,nyk,Dan,Miller,N/A,St. Louis,N
1947,0,0,nyk,Wat,Misaka,MisakWa01,Utah,N
1947,0,0,phi,Frank,Crossin,CrossFr01,Pennsylvania,N
1947,0,0,phi,Ed,Koffenberger,N/A,Duke,N
1947,0,0,phi,Norman,Butz,N/A,St. Joseph's (PA),N
1947,0,0,phi,Jim,Kaeding,N/A,York,N
1947,0,0,phi,Jim,Pollard,PollaJi01,Stanford,N
1947,0,0,pit,Clifton,McNeeley,N/A,Texas Western,N
1947,0,0,pit,Bob,Alamo,N/A,Santa Clara,N
1947,0,0,pit,Herman,Knoche,KnochHe01,Washington & Jefferson,N
1947,0,0,pit,Dick,Ives,N/A,Iowa,N
1947,0,0,pit,Jack,Walton,N/A,DePauw,N
1947,0,0,pit,Fred,Nagy,NagyFr01 ,Akron,N
1947,0,0,pit,George,Brown,N/A, ,N
1947,0,0,pro,Walt,Dropo,N/A,Connecticut,N
1947,0,0,pro,Roy,Lipscomb,N/A,St. Mary's,N
1947,0,0,pro,John,Mills,MillsJo01,Hofstra,N
1947,0,0,pro,Al,Nichols,N/A,Rhode Island State,N
1947,0,0,pro,Dick,Furey,N/A,St. Thomas (MN),N
1947,0,0,pro,Robert,Hubbard,N/A,Springfield College,N
1947,0,0,pro,Joe,Barry,N/A, ,N
1947,0,0,pro,Bob,Joyce,N/A,Bates,N
1947,0,0,ST1,Jack,Underman,N/A,Ohio State,N
1947,0,0,ST1,Herb,Wilkinson,N/A,Iowa,N
1947,0,0,ST1,Jack,Knopf,N/A,Louisville,N
1947,0,0,ST1,Bob,Kurland,N/A,Oklahoma A&M,N
1947,0,0,ST1,Paul,Napolitano,NapolPa01,San Francisco,N
1947,0,0,ST1,Jim,Pollard,PollaJi01,Stanford,N
1947,0,0,ST1,Bill,Strannigan,N/A,Colorado/Wyoming,N
1947,0,0,TO1,Glen,Selbo,SelboGl01,Wisconsin,N
1947,0,0,TO1,Red,Rocha,RochaRe01,Oregon State,N
1947,0,0,TO1,Frank,Broyles,N/A,Georgia Tech,N
1947,0,0,TO1,Wimpy,Quinn,N/A,Oregon,N
1947,0,0,TO1,Paul,Hoffman,HoffmPa01,Purdue,N
1947,0,0,WSC,Dick,O'Keefe,OKeeDi01 ,Santa Clara,N
1947,0,0,WSC,Jack,Tingle,TinglJa01,Kentucky,N
1947,0,0,WSC,Bill,Burke,N/A,St. Mary's,N
1947,0,0,WSC,Abel,Rodriguez,N/A,San Francisco,N
1947,0,0,WSC,Paul,Cloyd,N/A,Wisconsin,N
1947,0,0,WSC,Mat,Zunic,ZunicMa01,George Washington,N
1947,0,0,WSC,John,Mandic,MandiJo01,Oregon State,N
1947,0,0,WSC,Irwin,Rothenberg,RotheIr01,Long Island,N
1947,0,0,WSC,Saul,Mariaschin,MariaSa01,Harvard,N
1948,0,0,N/A,Jim,Black,N/A,Occidental,N
1948,0,0,N/A,Darrell,Brown,BrownDa01,Humboldt State,N
1948,0,0,N/A,Walter,Budko,BudkoWa01,Columbia,N
1948,0,0,N/A,Robert,Carroll,N/A,West Virginia,N
1948,0,0,N/A,Jake,Carter,CarteJa01,East Texas State,N
1948,0,0,N/A,Marvin,English,N/A,Newberry,N
1948,0,0,N/A,Gene,Fellmoth,N/A,Whittenberg,N
1948,0,0,N/A,JW,Fullerton,N/A,Arkansas State,N
1948,0,0,N/A,Marshall,Gemberling,N/A,Lebanon Valley,N
1948,0,0,N/A,Vince,Hansen,N/A,Washington State,N
1948,0,0,N/A,Joe,Holland,HollaJo01,Kentucky,N
1948,0,0,N/A,Dan,Kraus,KrausDa01,Georgetown,N
1948,0,0,N/A,Wayne,Jones,N/A,American International,N
1948,0,0,N/A,Herbert,Krautblatt,KrautHe01,Rider,N
1948,0,0,N/A,Paul,Marcincin,N/A,Moravian,N
1948,0,0,Bos,John,Bach,BachJo01 ,Fordham,N
1948,0,0,Bos,Norman,Carey,N/A,Oregon State,N
1948,0,0,Bos,Bob,Curran,N/A,Holy Cross,N
1948,0,0,Bos,Neil,Dooley,N/A,Colgate,N
1948,0,0,Bos,George,Hauptfuhrer,N/A,Harvard,N
1948,0,0,Bos,Jack,Hauser,N/A,Denver,N
1948,0,0,Bos,Marshall,Hawkins,HawkiMa01,Tennessee,N
1948,0,0,Bos,Tom,Kelly,KellyTo01,New York University,N
1948,0,0,Bos,Murray,Mitchell,MitchMu01,Sam Houston State,N
1948,0,0,Bos,Guinn,Phillips,N/A,Texas Wesleyan,N
1948,0,0,Bos,Ray,Wehde,N/A,Iowa State,N
1948,0,0,CH1,John,Dillon,DilloJo01,North Carolina,N
1948,0,0,CH1,Ed,Kachan,KachaEd01,DePaul,N
1948,0,0,CH1,Mickey,Marty,N/A,Loras,N
1948,0,0,CH1,Ed,Mikan,MikanEd01,DePaul,N
1948,0,0,CH1,Ed,Mills,N/A,Wisconsin,N
1948,0,0,CH1,Don,Reagan,N/A,Murray State,N
1948,0,0,CH1,Joe,Shafer,N/A,Wheaton,N
1948,0,0,CH1,Odie,Spears,SpearOd01,Western Kentucky,N
1948,0,0,CH1,Fred,Weber,N/A,Siena,N
1948,0,0,ftw,Bobby,Cook,CookBo01 ,Wisconsin,N
1948,0,0,ftw,Link,Richmond,N/A,Arizona,N
1948,0,0,ftw,Ken,Rollins,RolliKe01,Kentucky,N
1948,0,0,ftw,Murray,Wier,wiermu01 ,Iowa,N
1948,0,0,ftw,Ward,Williams,WilliWa02,Indiana,N
1948,0,0,INJ,Reede,Berg,N/A,Oregon,N
1948,0,0,INJ,Jack,Coleman,ColemJa01,Louisiana State,N
1948,0,0,INJ,Alex,Hannum,HannuAl01,Southern California,N
1948,0,0,INJ,Norman,Kohler,N/A,North Carolina,N
1948,0,0,INJ,George,Kok,N/A,Arkansas,N
1948,0,0,INJ,Andy,Kostecka,KosteAn01,Georgetown,N
1948,0,0,INJ,Ray,Lumpp,LumppRa01,New York University,N
1948,0,0,INJ,Bob,Paxton,N/A,North Carolina,N
1948,0,0,INJ,Jack,Phoenix,N/A,Idaho,N
1948,0,0,INJ,Dick,Wehr,WehrDi01 ,Rice,N
1948,0,0,MIE,Cliff,Crandall,N/A,Oregon State,N
1948,0,0,MIE,Arnold,Ferrin,FerriAr01,Utah,N
1948,0,0,MIE,Earl,Gardner,GardnEa01,DePauw,N
1948,0,0,MIE,Dee,Gibson,GibsoDe01,Western Kentucky,N
1948,0,0,MIE,Chuck,Hanger,N/A,California,N
1948,0,0,MIE,Ken,Jastrow,N/A,Denver,N
1948,0,0,MIE,Bob,Lowther,N/A,Louisiana State,N
1948,0,0,MIE,Junior,Skogland,N/A,Gustavus Adolphus,N
1948,0,0,MIE,Quentin,Stinson,N/A,Southern Illinois,N
1948,0,0,MIE,Johnny,Orr,OrrJo01  ,Beloit,N
1948,0,0,nyk,Gene,Berce,BerceGe01,Marquette,N
1948,0,0,nyk,Leland,Byrd,N/A,West Virginia,N
1948,0,0,nyk,Harry,Gallatin,GallaHa01,NE Missouri State,N
1948,0,0,nyk,Keith,Grimes,N/A,East Central State,N
1948,0,0,nyk,Melvin,McGaha,McGahMe01,Arkansas,N
1948,0,0,nyk,Ed,Peterson,PeterEd01,Cornell,N
1948,0,0,nyk,Goebel,Ritter,N/A,Eastern Kentucky,N
1948,0,0,nyk,Adolph,Schayes,SchayDo01,New York University,N
1948,0,0,nyk,Richard,Shrider,ShridDi01,Ohio,N
1948,0,0,nyk,John,Stanisch,N/A,UCLA,N
1948,0,0,phi,William,Brown,N/A,Maryland,N
1948,0,0,phi,Hugh,Compton,N/A,Louisville,N
1948,0,0,phi,Joe,Nelson,N/A,Brigham Young,N
1948,0,0,phi,Clint,Pace,N/A,Pepperdine,N
1948,0,0,phi,Roy,Pugh,PughRo01 ,Southern Methodist,N
1948,0,0,phi,Don,Ray,RayDo01  ,Western Kentucky,N
1948,0,0,phi,Tom,Short,N/A,Kansas Wesleyan,N
1948,0,0,phi,Joe,Wahl,N/A,Akron,N
1948,0,0,phi,Andy,Wolfe,N/A,California,N
1948,0,0,pro,AL,Bennett,N/A,Oklahoma A&M,N
1948,0,0,pro,Jack,Coleman,ColemJa01,Louisville,N
1948,0,0,pro,Ed,Faber,N/A,Trinity,N
1948,0,0,pro,Verl,Heap,N/A,Arizona State,N
1948,0,0,pro,Otto,Snellbacher,N/A,Kansas,N
1948,0,0,pro,Andy,Tonkovich,TonkoAn01,Marshall,N
1948,0,0,pro,Brady,Walker,WalkeBr01,Brigham Young,N
1948,0,0,roc,Bill,Gabor,GaborBi01,Syracuse,N
1948,0,0,roc,Ed,Keim,N/A,Niagara,N
1948,0,0,roc,Leo,Kubiak,KubiaLe01,Bowling Green,N
1948,0,0,roc,Hank,OKeefe,N/A,Canisius,N
1948,0,0,roc,Johnny,Macknowski,MacknJo01,Seton Hall,N
1948,0,0,roc,Lionel,Melamed,N/A,CCNY,N
1948,0,0,roc,Warren,Stickel,N/A,Syracuse,N
1948,0,0,roc,Robert,Wanzer,Wanzebo01,Seton Hall,N
1948,0,0,roc,Paul,Yesavi,N/A,Niagara,N
1948,0,0,roc,Alex,Athas,N/A,Tulane,N
1948,0,0,ST1,Jack,Burmaster,BurmaJa01,Illinois,N
1948,0,0,ST1,Gordon,Flick,N/A,Drake,N
1948,0,0,ST1,Robert,Gale,N/A,Cornell,N
1948,0,0,ST1,John,Hoppin,N/A,Dickinson,N
1948,0,0,ST1,Dan,London,N/A,Washington U. (MO),N
1948,0,0,ST1,D,Miller,N/A,St. Louis,N
1948,0,0,ST1,Easy,Parham,ParhaEa01,Texas Wesleyan,N
1948,0,0,ST1,DC,Wilcutt,WilcuDC01,St. Louis,N
1948,0,0,WSC,Fred,Bartell,N/A,Oregon,N
1948,0,0,WSC,Ed,Hughes,N/A,San Jose State,N
1948,0,0,WSC,Thorton,Jenkins,N/A,Missouri,N
1948,0,0,WSC,Leo,Katkaveck,KatkaLe01,North Carolina State,N
1948,0,0,WSC,Jack,Nichols,NichoJa01,Washington,N
1948,0,0,WSC,CT,Parker,N/A,Louisiana Tech,N
1948,0,0,WSC,Jack,Parkinson,ParkiJa01,Kentucky,N
1948,0,0,WSC,Don,Walker,N/A,Sam Houston State,N
1948,0,0,WSC,Al,Williams,N/A,Arkansas,N
1949,0,0,N/A,Roger,Wiley,N/A,Oregon,N
1949,0,0,N/A,Jim,McMullen,N/A,Xavier,N
1949,0,0,N/A,Eppa,Rixey,N/A,Kenyon,N
1949,0,0,N/A,Bill,Evans,N/A,Drake,N
1949,0,0,N/A,Tom,Gallagher,N/A,St. Francis,N
1949,0,0,N/A,Bill,Zipple,N/A,Lafayette,N
1949,0,0,Bos,Bill,Tom,N/A,Rice,N
1949,0,0,Bos,Ed,Little,N/A,Denver JC,N
1949,0,0,Bos,Jim,Simpson,N/A,Bates,N
1949,0,0,Bos,Bill,Vandenburgh,N/A,Washington,N
1949,0,0,Bos,Emerson,Speicher,N/A,Bowling Green,N
1949,0,0,Bos,Bill,Weight,N/A,Brigham Young,N
1949,0,0,Bos,Russ,Washburn,N/A,Colby,N
1949,0,0,ftw,Dal,Zuber,N/A,Toledo,N
1949,0,0,INI,Charlie,Maas,N/A,Butler,N
1949,0,0,INI,Jim,OHalloran,N/A,Notre Dame,N
1949,0,0,INI,JL,Parks,N/A,Oklahoma A&M,N
1949,0,0,Min,Bob,Harrison,HarriBo02,Michigan,N
1949,0,0,Min,Paul,Walther,WalthPa01,Tennessee,N
1949,0,0,nyk,Bill,Kleine,N/A,Missouri Valley,N
1949,0,0,nyk,Don,Bagley,N/A,Notre Dame,N
1949,0,0,nyk,Bob,Prewitt,N/A,Southern Methodist,N
1949,0,0,nyk,Ken,Kearns,N/A,Arkansas,N
1949,0,0,nyk,Bill,Litchfield,N/A,Emporia State,N
1949,0,0,Pro,Paul,Courty,N/A,Oklahoma,N
1949,0,0,Pro,Jack,Theolan,N/A,DePaul,N
1949,0,0,Pro,Carl,Schaeffer,N/A,Alabama,N
1949,0,0,Pro,Bill,Tanzler,N/A,Florida,N
1949,0,0,ST1,Marv,Schatzman,SchatMa01,St. Louis,N
1949,0,0,ST1,Preston,Ward,N/A,Southwest Missouri,N
1949,0,0,ST1,Jack,Davidson,N/A,Stanford,N
1949,0,0,ST1,Bob,Retherford,N/A,Nebraska,N
1949,0,0,ST1,Joe,Crandall,N/A,Oregon State,N
1949,0,0,ST1,Eddie,Van,N/A,NW Oklahoma,N
1949,0,0,WSC,Jim,Lacy,N/A,Loyola,N
1949,0,0,WSC,Maynard,Haitcock,N/A,George Washington,N
1949,1,0,N/A,Ron,Livingstone,LivinRo01,Wyoming,N
1949,1,0,Bos,George,Kaftan,KaftaGe01,Holy Cross,N
1949,1,0,CH1,Jack,Kerris,KerriJa01,Loyola (IL),N
1949,1,0,ftw,Bob,Harris,HarriBo01,Oklahoma State,N
1949,1,0,INI,Alex,Groza,GrozaAl01,Kentucky,N
1949,1,0,Min,Vern,Mikkelsen,MikkeVe01,Hamline,N
1949,1,0,nyk,Dick,McGuire,McGuiDi01,St. John's,N
1949,1,0,Phi,Vern,Gardner,GardnVe01,Utah,N
1949,1,0,Pro,Howie,Shannon,ShannHo01,Kansas State,N
1949,1,0,Roc,Frank,Saul,SaulFr01 ,Seton Hall,N
1949,1,0,ST1,Ed,Macauley,MacauEd01,St. Louis,N
1949,1,0,WSC,Wallace,Jones,JonesWa01,Kentucky,N
1949,2,0,Bos,Tony,Lavelli,LavelTo01,Yale,N
1949,2,0,CH1,Ralph,Beard,BeardRa01,Kentucky,N
1949,2,0,ftw,John,Oldham,OldhaJo01,Western Kentucky,N
1949,2,0,INI,Leo,Barnhorst,BarnhLe01,Notre Dame,N
1949,2,0,nyk,Harry,Donovan,DonovHa01,Muhlenberg,N
1949,2,0,Phi,Jim,Nolan,NolanJi01,Georgia Tech,N
1949,2,0,Roc,Jack,Coleman,ColemJa01,Louisville,N
1949,2,0,ST1,John,Orr,OrrJo01  ,Beloit,N
1949,2,0,WSC,Jim,Owens,owensja01,Baylor,N
1949,3,0,N/A,Paul,Gordon,GordoPa01,Notre Dame,N
1949,3,0,Bos,Joe,Mullaney,MullaJo01,Holy Cross,N
1949,3,0,CH1,Dike,Eddleman,EddleTH01,Illinois,N
1949,3,0,ftw,Fred,Schaus,SchauFr01,West Virginia,N
1949,3,0,INI,Mac,Otten,OttenMa01,Bowling Green,N
1949,3,0,nyk,Ernie,Vandeweghe,VandeEr01,Colgate,N
1949,3,0,Phi,Nelson,Bobb,BobbNe01 ,Temple,N
1949,3,0,Pro,Ed,Leede,LeedeEd01,Dartmouth,N
1949,4,0,ftw,Jerry,Nagel,NagelJe01,Loyola,N
1949,4,0,INI,Bob,Evans,EvansBo01,Butler,N
1949,4,0,Pro,Warren,Perkins,PerkiWa01,Tulane,N
1949,5,0,Pro,Ray,Corley,CorleRa01,Georgetown,N
1949,5,0,ST1,Glenn,Dodd,N/A,NE Missouri,N
1949,5,0,WSC,Cliff,Barker,BarkeCl01,Kentucky,N
1949,6,0,INI,Don,Boven,N/A,Western Michigan,N
1949,7,0,ST1,John,Pritchard,PritcJo01,Drake,N
1949,8,0,Bos,Duane,Klueh,KluehDu01,Indiana State,N
1949,8,0,Pro,Bob,Royer,RoyerBo01,Indiana State,N
1950,1,0,N/A,Don,Rehfeldt,RehfeDo01,Wisconsin,N
1950,1,0,Bos,Charlie,Share,ShareCh01,Bowling Green,N
1950,1,0,CH1,Larry,Foust,FoustLa01,La Salle,N
1950,1,0,Ftw,George,Yardley,YardlGe01,Stanford,N
1950,1,0,INI,Bob,Lavoy,LavoyBo01,Western Kentucky,N
1950,1,0,MIE,Kevin,OShea,OSheKe01 ,Notre Dame,N
1950,1,0,Nyk,Irwin,Dambrot,N/A,CCNY,N
1950,1,0,phi,Paul,Arizin,AriziPa01,Villanova,N
1950,1,0,roc,Joe,McNamee,McNamJo01,San Francisco,N
1950,1,0,syr,Don,Lofgran,LofgrDo01,San Francisco,N
1950,1,0,tri,Bob,Cousy,CousyBo01,Holy Cross,N
1950,1,0,WSC,Dick,Schnittker,SchniDi01,Ohio State,N
1950,2,0,N/A,John,Pilch,PilchJo01,Wyoming,N
1950,2,0,Bos,Chuck,Cooper,CoopeCh01,Duquesne,N
1950,2,0,CH1,Wally,Osterkorn,OsterWa01,Illinois,N
1950,2,0,Ftw,Jim,Riffey,RiffeJi01,Tulane,N
1950,2,0,INI,Paul,Unruh,N/A,Bradley,N
1950,2,0,MIE,Hal,Haskins,N/A,Hamline,N
1950,2,0,Nyk,Herb,Scherer,ScherHe01,Long Island,N
1950,2,0,phi,Ed,Dahler,DahleEd01,Duquesne,N
1950,2,0,roc,George,Stanich,N/A,UCLA,N
1950,2,0,syr,Gerry,Calabrese,CalabGe01,St. John's,N
1950,2,0,tri,Ed,Gayda,GaydaEd01,Washington State,N
1950,2,0,WSC,Bill,Sharman,SharmBi01,Southern California,N
1950,3,0,N/A,Dick,Dickey,DickeDi01,North Carolina State,N
1950,3,0,Bos,Bob,Donham,DonhaBo01,Ohio State,N
1950,3,0,CH1,Lou,Watson,N/A,Indiana,N
1950,3,0,Ftw,Art,Burris,BurriAr01,Tennessee,N
1950,3,0,INI,Charles,Mrazovich,MrazoCh01,Eastern Kentucky,N
1950,3,0,MIE,Howie,Williams,N/A,Purdue,N
1950,3,0,Nyk,Stan,Weber,N/A,Bowling Green,N
1950,3,0,phi,Buddy,Cate,N/A,Western Kentucky,N
1950,3,0,roc,Bob,Roper,N/A,John Carroll,N
1950,3,0,syr,Stan,Christie,N/A,Southern California,N
1950,3,0,tri,Clarence,Brannum,N/A,Kansas State,N
1950,3,0,WSC,Alan,Sawyer,SawyeAl01,UCLA,N
1950,4,0,N/A,Jerry,Reed,N/A,Wyoming,N
1950,4,0,Bos,Ken,Reeves,N/A,Louisville,N
1950,4,0,CH1,Ken,Murray,murrake01,St. Bonaventure,N
1950,4,0,Ftw,Len,Rzewszewski,N/A,Indiana State,N
1950,4,0,INI,Jim,Line,N/A,Kentucky,N
1950,4,0,MIE,Bud,Grant,GrantBu01,Minnesota,N
1950,4,0,Nyk,Joe,Ossola,N/A,St. Louis,N
1950,4,0,phi,Paul,Sensky,N/A,St. Joseph's (PA),N
1950,4,0,roc,Chet,Giermak,N/A,William & Mary,N
1950,4,0,syr,Paul,Merchant,N/A,Oklahoma,N
1950,4,0,tri,Paul,Hicks,N/A,Eastern Kentucky,N
1950,4,0,WSC,Tom,OKeefe,OKeeTo01 ,Georgetown,N
1950,5,0,N/A,Norm,Mager,MagerNo01,CCNY,N
1950,5,0,Bos,Jack,Shelton,N/A,Oklahoma A&M,N
1950,5,0,CH1,Don,Stroot,N/A,Missouri,N
1950,5,0,Ftw,Ed,Thompson,N/A,Kent State,N
1950,5,0,INI,Sonny,Allen,N/A,Morehead State,N
1950,5,0,MIE,Ed,Beach,BeachEd01,West Virginia,N
1950,5,0,Nyk,Dick,Barnes,N/A,San Diego State,N
1950,5,0,phi,Ike,Borsavage,Borsaco01,Temple,N
1950,5,0,roc,Joe,Nelson,N/A,Brigham Young,N
1950,5,0,syr,Paul,Hickey,N/A,Denver,N
1950,5,0,tri,Cal,Christensen,ChrisCa01,Toledo,N
1950,5,0,WSC,Claude,Overton,OvertCl01,East Central Oklahoma,N
1950,6,0,N/A,Rick,Harman,N/A,Kansas State,N
1950,6,0,Bos,Fran,Mahoney,MahonFr01,Brown,N
1950,6,0,CH1,Stu,Inman,N/A,San Jose State,N
1950,6,0,Ftw,Bob,Metcalf,N/A,Valparaiso,N
1950,6,0,INI,Ralph,OBrien,OBriRa01 ,Butler,N
1950,6,0,MIE,Wayne,Glasgow,N/A,Oklahoma,N
1950,6,0,Nyk,Don,Parsons,N/A,Rutgers,N
1950,6,0,phi,Dick,Dallmer,N/A,Cincinnati,N
1950,6,0,roc,John,Givens,N/A,Western Kentucky,N
1950,6,0,syr,Mack,Suprunowicz,N/A,Michigan,N
1950,6,0,tri,Bob,Anderson,N/A,Loyola (MD),N
1950,6,0,WSC,Warren,Cartier,N/A,North Carolina State,N
1950,7,0,N/A,Frank,Comerford,N/A,La Salle,N
1950,7,0,Bos,Dale,Barnstable,N/A,Kentucky,N
1950,7,0,CH1,Milt,Whitehead,N/A,Nebraska,N
1950,7,0,Ftw,Ed,Jones,N/A,Tennessee,N
1950,7,0,INI,Leon,Blevins,BleviLe01,Arizona,N
1950,7,0,MIE,Joe,Hutton,HuttoJo01,Hamline,N
1950,7,0,Nyk,Dan,Bagley,N/A,Notre Dame,N
1950,7,0,phi,Charles,Northup,N/A,Siena,N
1950,7,0,roc,Dan,Kahler,N/A,Southwestern (KS),N
1950,7,0,syr,Lou,Arko,N/A,Akron,N
1950,7,0,tri,Bill,Erickson,N/A,Illinois,N
1950,7,0,WSC,Jim,Cathcart,N/A,Arkansas,N
1950,8,0,N/A,George,Bush,N/A,Toledo,N
1950,8,0,Bos,Frank,Oftring,N/A,Holy Cross,N
1950,8,0,CH1,George,King,KingGe01 ,Morris Harvey,N
1950,8,0,Ftw,Billy,Adcock,N/A,Vanderbilt,N
1950,8,0,INI,Jerry,Stuteville,N/A,Indiana,N
1950,8,0,MIE,Newt,Benson,N/A,River Falls Teachers,N
1950,8,0,Nyk,Charles,Hope,N/A,Appalachian,N
1950,8,0,phi,Brooks,Ricca,N/A,Villanova,N
1950,8,0,roc,Carl,Kraushaar,N/A,UCLA,N
1950,8,0,syr,Bob,Healey,N/A,Georgia,N
1950,8,0,tri,Loy,Doty,N/A,Wyoming,N
1950,8,0,WSC,Joe,Greenbach,N/A,Santa Clara,N
1950,9,0,N/A,Jack,Laub,N/A,Cincinnati,N
1950,9,0,Bos,Bob,Cope,N/A,Montana,N
1950,9,0,CH1,John,Brown,N/A,Georgetown,N
1950,9,0,Ftw,Al,Henningsen,N/A,NW Missouri,N
1950,9,0,INI,Gene,Schmidt,N/A,Texas Christian,N
1950,9,0,MIE,Jim,Reilly,N/A,Swarthmore,N
1950,9,0,Nyk,Don,Heathington,N/A,Baylor,N
1950,9,0,phi,Joe,Kaufman,N/A,New York University,N
1950,9,0,roc,Warren,Switzer,N/A,Rice,N
1950,9,0,syr,Bob,Savage,N/A,Syracuse,N
1950,9,0,tri,Nate,DeLong,DeLonNa01,River Falls Teachers,N
1950,9,0,WSC,Earl,Lloyd,LloydEa01,West Virginia State,N
1950,10,0,N/A,Mike,Zedalis,N/A,Loyola (MD),N
1950,10,0,Bos,Matt,Forman,FormaMa01,Holy Cross,N
1950,10,0,CH1,Bud,Schaeffer,N/A,Wheaton,N
1950,10,0,INI,Colin,Anderson,N/A,Georgia Tech,N
1950,10,0,MIE,Andy,Butchko,N/A,Purdue,N
1950,10,0,phi,Bernie,Adams,N/A,Princeton,N
1950,10,0,roc,Harry,Foley,N/A,Niagara,N
1950,10,0,syr,Glenn,Wilkes,N/A,Mercer,N
1950,10,0,tri,Keith,Bloom,N/A,Wyoming,N
1950,10,0,WSC,Joe,Noertker,N/A,Virginia,N
1950,11,0,INI,Jimmy,Doyle,N/A,Butler,N
1950,11,0,phi,Leo,Wolfe,N/A,Villanova,N
1950,12,0,phi,Ed,Montgomery,N/A,Tennessee,N
1951,1,1,N/A,Gene,Melchiorre,N/A,Bradley,N
1951,1,2,TRI,Mel,Hutchins,HutchMe01,Brigham Young,N
1951,1,3,INI,Marcus,Freiberger,N/A,Oklahoma,N
1951,1,4,FtW,Zeke,Sinicola,SinicZe01,Niagara,N
1951,1,5,Syr,John,McConathy,McConJo01,NW Louisiana,N
1951,1,6,NYK,Ed,Smith,SmithEd01,Harvard,N
1951,1,7,Bos,Ernie,Barrett,BarreEr01,Kansas State,N
1951,1,8,ROC,Sam,Ranzino,RanziSa01,North Carolina State,N
1951,1,9,PH1,Don,Sunderlage,SundeDo01,Illinois,N
1951,1,10,MIE,Whitey,Skoog,SkoogWh01,Minnesota,N
1951,2,1,N/A,Jack,Stone,N/A,Kansas State,N
1951,2,2,TRI,Bill,Gossett,N/A,Colorado A&M,N
1951,2,3,INI,Scotty,Steagall,N/A,Millikin,N
1951,2,4,FtW,Jack,Kiley,KileyJa01,Syracuse,N
1951,2,5,Syr,Don,Savage,SavagDo01,LeMoyne,N
1951,2,6,NYK,Roland,Minson,N/A,Brigham Young,N
1951,2,7,Bos,Bill,Garrett,GarreBi01,Indiana,N
1951,2,8,ROC,Ray,Ragelis,RagelRa01,Northwestern,N
1951,2,9,PH1,Mel,Payton,PaytoMe01,Tulane,N
1951,2,10,MIE,Lew,Hitch,HitchLe01,Kansas State,N
1951,3,1,N/A,Bill,Mann,N/A,Bradley,N
1951,3,2,TRI,Ron,Bontemps,N/A,Beloit,N
1951,3,3,INI,Glenn,Kammeyer,N/A,Central Missouri State,N
1951,3,4,FtW,Jake,Fendley,FendlJa01,Northwestern,N
1951,3,5,Syr,Bato,Govedarica,GovedBa01,DePaul,N
1951,3,6,NYK,Joe,Luchi,N/A,Cincinnati,N
1951,3,7,Bos,John,Furlong,N/A,Pepperdine,N
1951,3,8,ROC,Fred,Diute,DiuteFr01,St. Bonaventure,N
1951,3,9,PH1,Bob,Schloss,N/A,Georgia,N
1951,3,10,MIE,Bob,Payne,N/A,Oregon State,N
1951,4,1,N/A,Bill,Hagler,N/A,California,N
1951,4,2,TRI,Jim,Slaughter,SlaugJi01,South Carolina,N
